,Original Rows,Columns,Type,Silhouettescore,DaviesBouldinscore,Calinskiharabazscore,Cohesionscore,Separationscore,RMSSTDscore,RSscore,XBscore,Adjustedrandomscore,Adjusted_mutual_info_score,Fowlkes_mallows_score,Normalizedmutualinfoscore,imbalanced_ratio_before_sampling,total_hypersphere,hypersphere_minority,hypersphere_majority,samplesperhypersphere,samplesperhypersphere_minority,samplesperhypersphere_majority,Average distance between class,overlapping
6429,747,4,0,0.702162777,0.578013583,992.8539639,673496399.4,897561838.7,475.4003609,0.571310354,0.098427634,0.080969165,0.017519315,0.71076991,0.018869344,0.312829525,264,100,164,2.829545455,1.78,3.469512195,1.0,0.270574198
6434,747,4,0,0.702162777,0.578013583,992.8539639,673496399.4,897561838.7,475.4003609,0.571310354,0.098427634,0.080969165,0.017519315,0.71076991,0.018869344,0.312829525,264,100,164,2.829545455,1.78,3.469512195,1.0,0.270574198
6439,747,4,0,0.702162777,0.578013583,992.8539639,673496399.4,897561838.7,475.4003609,0.571310354,0.098427634,0.080969165,0.017519315,0.71076991,0.018869344,0.312829525,264,100,164,2.829545455,1.78,3.469512195,1.0,0.270574198
6444,747,4,0,0.702162777,0.578013583,992.8539639,673496399.4,897561838.7,475.4003609,0.571310354,0.098427634,0.080969165,0.017519315,0.71076991,0.018869344,0.312829525,264,100,164,2.829545455,1.78,3.469512195,1.0,0.270574198
6449,747,4,0,0.702162777,0.578013583,992.8539639,673496399.4,897561838.7,475.4003609,0.571310354,0.098427634,0.080969165,0.017519315,0.71076991,0.018869344,0.312829525,264,100,164,2.829545455,1.78,3.469512195,1.0,0.270574198
6454,747,4,0,0.702162777,0.578013583,992.8539639,673496399.4,897561838.7,475.4003609,0.571310354,0.098427634,0.080969165,0.017519315,0.71076991,0.018869344,0.312829525,264,100,164,2.829545455,1.78,3.469512195,1.0,0.270574198
6459,747,4,0,0.702162777,0.578013583,992.8539639,673496399.4,897561838.7,475.4003609,0.571310354,0.098427634,0.080969165,0.017519315,0.71076991,0.018869344,0.312829525,264,100,164,2.829545455,1.78,3.469512195,1.0,0.270574198
6464,747,4,0,0.702162777,0.578013583,992.8539639,673496399.4,897561838.7,475.4003609,0.571310354,0.098427634,0.080969165,0.017519315,0.71076991,0.018869344,0.312829525,264,100,164,2.829545455,1.78,3.469512195,1.0,0.270574198
6469,747,4,0,0.702162777,0.578013583,992.8539639,673496399.4,897561838.7,475.4003609,0.571310354,0.098427634,0.080969165,0.017519315,0.71076991,0.018869344,0.312829525,264,100,164,2.829545455,1.78,3.469512195,1.0,0.270574198
6474,747,4,0,0.702162777,0.578013583,992.8539639,673496399.4,897561838.7,475.4003609,0.571310354,0.098427634,0.080969165,0.017519315,0.71076991,0.018869344,0.312829525,264,100,164,2.829545455,1.78,3.469512195,1.0,0.270574198
6479,747,4,0,0.702162777,0.578013583,992.8539639,673496399.4,897561838.7,475.4003609,0.571310354,0.098427634,0.080969165,0.017519315,0.71076991,0.018869344,0.312829525,264,100,164,2.829545455,1.78,3.469512195,1.0,0.270574198
6484,747,4,0,0.702162777,0.578013583,992.8539639,673496399.4,897561838.7,475.4003609,0.571310354,0.098427634,0.080969165,0.017519315,0.71076991,0.018869344,0.312829525,264,100,164,2.829545455,1.78,3.469512195,1.0,0.270574198
6489,747,4,0,0.702162777,0.578013583,992.8539639,673496399.4,897561838.7,475.4003609,0.571310354,0.098427634,0.080969165,0.017519315,0.71076991,0.018869344,0.312829525,264,100,164,2.829545455,1.78,3.469512195,1.0,0.270574198
6494,747,4,0,0.702162777,0.578013583,992.8539639,673496399.4,897561838.7,475.4003609,0.571310354,0.098427634,0.080969165,0.017519315,0.71076991,0.018869344,0.312829525,264,100,164,2.829545455,1.78,3.469512195,1.0,0.270574198
6499,747,4,0,0.702162777,0.578013583,992.8539639,673496399.4,897561838.7,475.4003609,0.571310354,0.098427634,0.080969165,0.017519315,0.71076991,0.018869344,0.312829525,264,100,164,2.829545455,1.78,3.469512195,1.0,0.270574198
6504,330,17,0,0.555129487,0.630713276,754.5646793,2615.838889,6017.742782,0.684926727,0.697015794,0.106911624,0.020515529,0.009237354,0.538593066,0.011517935,0.506849315,117,53,64,2.820512821,2.094339623,3.421875,1.1945974,1.0
6509,330,17,0,0.555129487,0.630713276,754.5646793,2615.838889,6017.742782,0.684926727,0.697015794,0.106911624,0.020515529,0.009237354,0.538593066,0.011517935,0.506849315,117,53,64,2.820512821,2.094339623,3.421875,1.1945974,1.0
6514,330,17,0,0.555129487,0.630713276,754.5646793,2615.838889,6017.742782,0.684926727,0.697015794,0.106911624,0.020515529,0.009237354,0.538593066,0.011517935,0.506849315,117,53,64,2.820512821,2.094339623,3.421875,1.1945974,1.0
6519,330,17,0,0.555129487,0.630713276,754.5646793,2615.838889,6017.742782,0.684926727,0.697015794,0.106911624,0.020515529,0.009237354,0.538593066,0.011517935,0.506849315,117,53,64,2.820512821,2.094339623,3.421875,1.1945974,1.0
6524,330,17,0,0.555129487,0.630713276,754.5646793,2615.838889,6017.742782,0.684926727,0.697015794,0.106911624,0.020515529,0.009237354,0.538593066,0.011517935,0.506849315,117,53,64,2.820512821,2.094339623,3.421875,1.1945974,1.0
6529,330,17,0,0.555129487,0.630713276,754.5646793,2615.838889,6017.742782,0.684926727,0.697015794,0.106911624,0.020515529,0.009237354,0.538593066,0.011517935,0.506849315,117,53,64,2.820512821,2.094339623,3.421875,1.1945974,1.0
6534,330,17,0,0.555129487,0.630713276,754.5646793,2615.838889,6017.742782,0.684926727,0.697015794,0.106911624,0.020515529,0.009237354,0.538593066,0.011517935,0.506849315,117,53,64,2.820512821,2.094339623,3.421875,1.1945974,1.0
6539,330,17,0,0.555129487,0.630713276,754.5646793,2615.838889,6017.742782,0.684926727,0.697015794,0.106911624,0.020515529,0.009237354,0.538593066,0.011517935,0.506849315,117,53,64,2.820512821,2.094339623,3.421875,1.1945974,1.0
6544,330,17,0,0.555129487,0.630713276,754.5646793,2615.838889,6017.742782,0.684926727,0.697015794,0.106911624,0.020515529,0.009237354,0.538593066,0.011517935,0.506849315,117,53,64,2.820512821,2.094339623,3.421875,1.1945974,1.0
6549,330,17,0,0.555129487,0.630713276,754.5646793,2615.838889,6017.742782,0.684926727,0.697015794,0.106911624,0.020515529,0.009237354,0.538593066,0.011517935,0.506849315,117,53,64,2.820512821,2.094339623,3.421875,1.1945974,1.0
6554,330,17,0,0.555129487,0.630713276,754.5646793,2615.838889,6017.742782,0.684926727,0.697015794,0.106911624,0.020515529,0.009237354,0.538593066,0.011517935,0.506849315,117,53,64,2.820512821,2.094339623,3.421875,1.1945974,1.0
6559,330,17,0,0.555129487,0.630713276,754.5646793,2615.838889,6017.742782,0.684926727,0.697015794,0.106911624,0.020515529,0.009237354,0.538593066,0.011517935,0.506849315,117,53,64,2.820512821,2.094339623,3.421875,1.1945974,1.0
6564,330,17,0,0.555129487,0.630713276,754.5646793,2615.838889,6017.742782,0.684926727,0.697015794,0.106911624,0.020515529,0.009237354,0.538593066,0.011517935,0.506849315,117,53,64,2.820512821,2.094339623,3.421875,1.1945974,1.0
6569,330,17,0,0.555129487,0.630713276,754.5646793,2615.838889,6017.742782,0.684926727,0.697015794,0.106911624,0.020515529,0.009237354,0.538593066,0.011517935,0.506849315,117,53,64,2.820512821,2.094339623,3.421875,1.1945974,1.0
6574,330,17,0,0.555129487,0.630713276,754.5646793,2615.838889,6017.742782,0.684926727,0.697015794,0.106911624,0.020515529,0.009237354,0.538593066,0.011517935,0.506849315,117,53,64,2.820512821,2.094339623,3.421875,1.1945974,1.0
6579,330,17,0,0.555129487,0.630713276,754.5646793,2615.838889,6017.742782,0.684926727,0.697015794,0.106911624,0.020515529,0.009237354,0.538593066,0.011517935,0.506849315,117,53,64,2.820512821,2.094339623,3.421875,1.1945974,1.0
6584,330,17,0,0.555129487,0.630713276,754.5646793,2615.838889,6017.742782,0.684926727,0.697015794,0.106911624,0.020515529,0.009237354,0.538593066,0.011517935,0.506849315,117,53,64,2.820512821,2.094339623,3.421875,1.1945974,1.0
6589,330,17,0,0.555129487,0.630713276,754.5646793,2615.838889,6017.742782,0.684926727,0.697015794,0.106911624,0.020515529,0.009237354,0.538593066,0.011517935,0.506849315,117,53,64,2.820512821,2.094339623,3.421875,1.1945974,1.0
6594,330,17,0,0.555129487,0.630713276,754.5646793,2615.838889,6017.742782,0.684926727,0.697015794,0.106911624,0.020515529,0.009237354,0.538593066,0.011517935,0.506849315,117,53,64,2.820512821,2.094339623,3.421875,1.1945974,1.0
6599,330,17,0,0.555129487,0.630713276,754.5646793,2615.838889,6017.742782,0.684926727,0.697015794,0.106911624,0.020515529,0.009237354,0.538593066,0.011517935,0.506849315,117,53,64,2.820512821,2.094339623,3.421875,1.1945974,1.0
6604,330,17,0,0.555129487,0.630713276,754.5646793,2615.838889,6017.742782,0.684926727,0.697015794,0.106911624,0.020515529,0.009237354,0.538593066,0.011517935,0.506849315,117,53,64,2.820512821,2.094339623,3.421875,1.1945974,1.0
6609,7399,20,0,0.154836506,2.188158899,1506.855275,146740.132,29892.67838,0.995936492,0.169236272,1.227166385,0.913809618,0.847601677,0.956900018,0.847616538,0.998649379,763,368,395,9.697247706,10.04619565,9.372151899,3.177628772,0.004116471
6614,7399,20,0,0.154836506,2.188158899,1506.855275,146740.132,29892.67838,0.995936492,0.169236272,1.227166385,0.913809618,0.847601677,0.956900018,0.847616538,0.998649379,763,368,395,9.697247706,10.04619565,9.372151899,3.177628772,0.004116471
6619,7399,20,0,0.154836506,2.188158899,1506.855275,146740.132,29892.67838,0.995936492,0.169236272,1.227166385,0.913809618,0.847601677,0.956900018,0.847616538,0.998649379,763,368,395,9.697247706,10.04619565,9.372151899,3.177628772,0.004116471
6624,7399,20,0,0.154836506,2.188158899,1506.855275,146740.132,29892.67838,0.995936492,0.169236272,1.227166385,0.913809618,0.847601677,0.956900018,0.847616538,0.998649379,763,368,395,9.697247706,10.04619565,9.372151899,3.177628772,0.004116471
6629,7399,20,0,0.154836506,2.188158899,1506.855275,146740.132,29892.67838,0.995936492,0.169236272,1.227166385,0.913809618,0.847601677,0.956900018,0.847616538,0.998649379,763,368,395,9.697247706,10.04619565,9.372151899,3.177628772,0.004116471
6634,7399,20,0,0.154836506,2.188158899,1506.855275,146740.132,29892.67838,0.995936492,0.169236272,1.227166385,0.913809618,0.847601677,0.956900018,0.847616538,0.998649379,763,368,395,9.697247706,10.04619565,9.372151899,3.177628772,0.004116471
6639,7399,20,0,0.154836506,2.188158899,1506.855275,146740.132,29892.67838,0.995936492,0.169236272,1.227166385,0.913809618,0.847601677,0.956900018,0.847616538,0.998649379,763,368,395,9.697247706,10.04619565,9.372151899,3.177628772,0.004116471
6644,7399,20,0,0.154836506,2.188158899,1506.855275,146740.132,29892.67838,0.995936492,0.169236272,1.227166385,0.913809618,0.847601677,0.956900018,0.847616538,0.998649379,763,368,395,9.697247706,10.04619565,9.372151899,3.177628772,0.004116471
6649,7399,20,0,0.154836506,2.188158899,1506.855275,146740.132,29892.67838,0.995936492,0.169236272,1.227166385,0.913809618,0.847601677,0.956900018,0.847616538,0.998649379,763,368,395,9.697247706,10.04619565,9.372151899,3.177628772,0.004116471
6654,7399,20,0,0.154836506,2.188158899,1506.855275,146740.132,29892.67838,0.995936492,0.169236272,1.227166385,0.913809618,0.847601677,0.956900018,0.847616538,0.998649379,763,368,395,9.697247706,10.04619565,9.372151899,3.177628772,0.004116471
6659,7399,20,0,0.154836506,2.188158899,1506.855275,146740.132,29892.67838,0.995936492,0.169236272,1.227166385,0.913809618,0.847601677,0.956900018,0.847616538,0.998649379,763,368,395,9.697247706,10.04619565,9.372151899,3.177628772,0.004116471
6664,7399,20,0,0.154836506,2.188158899,1506.855275,146740.132,29892.67838,0.995936492,0.169236272,1.227166385,0.913809618,0.847601677,0.956900018,0.847616538,0.998649379,763,368,395,9.697247706,10.04619565,9.372151899,3.177628772,0.004116471
6669,7399,20,0,0.154836506,2.188158899,1506.855275,146740.132,29892.67838,0.995936492,0.169236272,1.227166385,0.913809618,0.847601677,0.956900018,0.847616538,0.998649379,763,368,395,9.697247706,10.04619565,9.372151899,3.177628772,0.004116471
6674,7399,20,0,0.154836506,2.188158899,1506.855275,146740.132,29892.67838,0.995936492,0.169236272,1.227166385,0.913809618,0.847601677,0.956900018,0.847616538,0.998649379,763,368,395,9.697247706,10.04619565,9.372151899,3.177628772,0.004116471
6679,7399,20,0,0.154836506,2.188158899,1506.855275,146740.132,29892.67838,0.995936492,0.169236272,1.227166385,0.913809618,0.847601677,0.956900018,0.847616538,0.998649379,763,368,395,9.697247706,10.04619565,9.372151899,3.177628772,0.004116471
6684,7399,20,0,0.154836506,2.188158899,1506.855275,146740.132,29892.67838,0.995936492,0.169236272,1.227166385,0.913809618,0.847601677,0.956900018,0.847616538,0.998649379,763,368,395,9.697247706,10.04619565,9.372151899,3.177628772,0.004116471
6689,7399,20,0,0.154836506,2.188158899,1506.855275,146740.132,29892.67838,0.995936492,0.169236272,1.227166385,0.913809618,0.847601677,0.956900018,0.847616538,0.998649379,763,368,395,9.697247706,10.04619565,9.372151899,3.177628772,0.004116471
6694,7399,20,0,0.154836506,2.188158899,1506.855275,146740.132,29892.67838,0.995936492,0.169236272,1.227166385,0.913809618,0.847601677,0.956900018,0.847616538,0.998649379,763,368,395,9.697247706,10.04619565,9.372151899,3.177628772,0.004116471
6699,7399,20,0,0.154836506,2.188158899,1506.855275,146740.132,29892.67838,0.995936492,0.169236272,1.227166385,0.913809618,0.847601677,0.956900018,0.847616538,0.998649379,763,368,395,9.697247706,10.04619565,9.372151899,3.177628772,0.004116471
6704,7399,20,0,0.154836506,2.188158899,1506.855275,146740.132,29892.67838,0.995936492,0.169236272,1.227166385,0.913809618,0.847601677,0.956900018,0.847616538,0.998649379,763,368,395,9.697247706,10.04619565,9.372151899,3.177628772,0.004116471
6709,846,18,1,0.442391939,0.743798534,2151.266793,3555655.596,27253552.77,15.31678251,0.884591141,0.333249782,0.120252513,0.182096643,0.358380626,0.18534769,0.912844037,352,49,58,2.403409091,4.06122449,3.75862069,13.03774984,0.028172102
6714,846,18,1,0.442391939,0.743798534,2151.266793,3555655.596,27253552.77,15.31678251,0.884591141,0.333249782,0.120252513,0.182096643,0.358380626,0.18534769,0.912844037,352,49,58,2.403409091,4.06122449,3.75862069,13.03774984,0.028172102
6719,846,18,1,0.442391939,0.743798534,2151.266793,3555655.596,27253552.77,15.31678251,0.884591141,0.333249782,0.120252513,0.182096643,0.358380626,0.18534769,0.912844037,352,49,58,2.403409091,4.06122449,3.75862069,13.03774984,0.028172102
6724,846,18,1,0.442391939,0.743798534,2151.266793,3555655.596,27253552.77,15.31678251,0.884591141,0.333249782,0.120252513,0.182096643,0.358380626,0.18534769,0.912844037,352,49,58,2.403409091,4.06122449,3.75862069,13.03774984,0.028172102
6729,846,18,1,0.442391939,0.743798534,2151.266793,3555655.596,27253552.77,15.31678251,0.884591141,0.333249782,0.120252513,0.182096643,0.358380626,0.18534769,0.912844037,352,49,58,2.403409091,4.06122449,3.75862069,13.03774984,0.028172102
6734,846,18,1,0.442391939,0.743798534,2151.266793,3555655.596,27253552.77,15.31678251,0.884591141,0.333249782,0.120252513,0.182096643,0.358380626,0.18534769,0.912844037,352,49,58,2.403409091,4.06122449,3.75862069,13.03774984,0.028172102
6739,846,18,1,0.442391939,0.743798534,2151.266793,3555655.596,27253552.77,15.31678251,0.884591141,0.333249782,0.120252513,0.182096643,0.358380626,0.18534769,0.912844037,352,49,58,2.403409091,4.06122449,3.75862069,13.03774984,0.028172102
6744,846,18,1,0.442391939,0.743798534,2151.266793,3555655.596,27253552.77,15.31678251,0.884591141,0.333249782,0.120252513,0.182096643,0.358380626,0.18534769,0.912844037,352,49,58,2.403409091,4.06122449,3.75862069,13.03774984,0.028172102
6749,846,18,1,0.442391939,0.743798534,2151.266793,3555655.596,27253552.77,15.31678251,0.884591141,0.333249782,0.120252513,0.182096643,0.358380626,0.18534769,0.912844037,352,49,58,2.403409091,4.06122449,3.75862069,13.03774984,0.028172102
6754,846,18,1,0.442391939,0.743798534,2151.266793,3555655.596,27253552.77,15.31678251,0.884591141,0.333249782,0.120252513,0.182096643,0.358380626,0.18534769,0.912844037,352,49,58,2.403409091,4.06122449,3.75862069,13.03774984,0.028172102
6759,846,18,1,0.442391939,0.743798534,2151.266793,3555655.596,27253552.77,15.31678251,0.884591141,0.333249782,0.120252513,0.182096643,0.358380626,0.18534769,0.912844037,352,49,58,2.403409091,4.06122449,3.75862069,13.03774984,0.028172102
6764,846,18,1,0.442391939,0.743798534,2151.266793,3555655.596,27253552.77,15.31678251,0.884591141,0.333249782,0.120252513,0.182096643,0.358380626,0.18534769,0.912844037,352,49,58,2.403409091,4.06122449,3.75862069,13.03774984,0.028172102
6769,846,18,1,0.442391939,0.743798534,2151.266793,3555655.596,27253552.77,15.31678251,0.884591141,0.333249782,0.120252513,0.182096643,0.358380626,0.18534769,0.912844037,352,49,58,2.403409091,4.06122449,3.75862069,13.03774984,0.028172102
6774,846,18,1,0.442391939,0.743798534,2151.266793,3555655.596,27253552.77,15.31678251,0.884591141,0.333249782,0.120252513,0.182096643,0.358380626,0.18534769,0.912844037,352,49,58,2.403409091,4.06122449,3.75862069,13.03774984,0.028172102
6779,846,18,1,0.442391939,0.743798534,2151.266793,3555655.596,27253552.77,15.31678251,0.884591141,0.333249782,0.120252513,0.182096643,0.358380626,0.18534769,0.912844037,352,49,58,2.403409091,4.06122449,3.75862069,13.03774984,0.028172102
6784,846,18,1,0.442391939,0.743798534,2151.266793,3555655.596,27253552.77,15.31678251,0.884591141,0.333249782,0.120252513,0.182096643,0.358380626,0.18534769,0.912844037,352,49,58,2.403409091,4.06122449,3.75862069,13.03774984,0.028172102
6789,846,18,1,0.442391939,0.743798534,2151.266793,3555655.596,27253552.77,15.31678251,0.884591141,0.333249782,0.120252513,0.182096643,0.358380626,0.18534769,0.912844037,352,49,58,2.403409091,4.06122449,3.75862069,13.03774984,0.028172102
6794,846,18,1,0.442391939,0.743798534,2151.266793,3555655.596,27253552.77,15.31678251,0.884591141,0.333249782,0.120252513,0.182096643,0.358380626,0.18534769,0.912844037,352,49,58,2.403409091,4.06122449,3.75862069,13.03774984,0.028172102
6799,846,18,1,0.442391939,0.743798534,2151.266793,3555655.596,27253552.77,15.31678251,0.884591141,0.333249782,0.120252513,0.182096643,0.358380626,0.18534769,0.912844037,352,49,58,2.403409091,4.06122449,3.75862069,13.03774984,0.028172102
6804,846,18,1,0.442391939,0.743798534,2151.266793,3555655.596,27253552.77,15.31678251,0.884591141,0.333249782,0.120252513,0.182096643,0.358380626,0.18534769,0.912844037,352,49,58,2.403409091,4.06122449,3.75862069,13.03774984,0.028172102
6809,845,18,0,0.67333409,0.448025423,2718.220179,7289472.183,23504614.92,21.91785259,0.763283381,0.068588319,-0.016319658,0.188161247,0.590287908,0.188977942,0.308049536,87,40,47,9.712643678,4.975,13.74468085,11.90354756,0.000102565
6814,845,18,0,0.67333409,0.448025423,2718.220179,7289472.183,23504614.92,21.91785259,0.763283381,0.068588319,-0.016319658,0.188161247,0.590287908,0.188977942,0.308049536,87,40,47,9.712643678,4.975,13.74468085,11.90354756,0.000102565
6819,845,18,0,0.67333409,0.448025423,2718.220179,7289472.183,23504614.92,21.91785259,0.763283381,0.068588319,-0.016319658,0.188161247,0.590287908,0.188977942,0.308049536,87,40,47,9.712643678,4.975,13.74468085,11.90354756,0.000102565
6824,845,18,0,0.67333409,0.448025423,2718.220179,7289472.183,23504614.92,21.91785259,0.763283381,0.068588319,-0.016319658,0.188161247,0.590287908,0.188977942,0.308049536,87,40,47,9.712643678,4.975,13.74468085,11.90354756,0.000102565
6829,845,18,0,0.67333409,0.448025423,2718.220179,7289472.183,23504614.92,21.91785259,0.763283381,0.068588319,-0.016319658,0.188161247,0.590287908,0.188977942,0.308049536,87,40,47,9.712643678,4.975,13.74468085,11.90354756,0.000102565
6834,845,18,0,0.67333409,0.448025423,2718.220179,7289472.183,23504614.92,21.91785259,0.763283381,0.068588319,-0.016319658,0.188161247,0.590287908,0.188977942,0.308049536,87,40,47,9.712643678,4.975,13.74468085,11.90354756,0.000102565
6839,845,18,0,0.67333409,0.448025423,2718.220179,7289472.183,23504614.92,21.91785259,0.763283381,0.068588319,-0.016319658,0.188161247,0.590287908,0.188977942,0.308049536,87,40,47,9.712643678,4.975,13.74468085,11.90354756,0.000102565
6844,845,18,0,0.67333409,0.448025423,2718.220179,7289472.183,23504614.92,21.91785259,0.763283381,0.068588319,-0.016319658,0.188161247,0.590287908,0.188977942,0.308049536,87,40,47,9.712643678,4.975,13.74468085,11.90354756,0.000102565
6849,845,18,0,0.67333409,0.448025423,2718.220179,7289472.183,23504614.92,21.91785259,0.763283381,0.068588319,-0.016319658,0.188161247,0.590287908,0.188977942,0.308049536,87,40,47,9.712643678,4.975,13.74468085,11.90354756,0.000102565
6854,845,18,0,0.67333409,0.448025423,2718.220179,7289472.183,23504614.92,21.91785259,0.763283381,0.068588319,-0.016319658,0.188161247,0.590287908,0.188977942,0.308049536,87,40,47,9.712643678,4.975,13.74468085,11.90354756,0.000102565
6859,845,18,0,0.67333409,0.448025423,2718.220179,7289472.183,23504614.92,21.91785259,0.763283381,0.068588319,-0.016319658,0.188161247,0.590287908,0.188977942,0.308049536,87,40,47,9.712643678,4.975,13.74468085,11.90354756,0.000102565
6864,845,18,0,0.67333409,0.448025423,2718.220179,7289472.183,23504614.92,21.91785259,0.763283381,0.068588319,-0.016319658,0.188161247,0.590287908,0.188977942,0.308049536,87,40,47,9.712643678,4.975,13.74468085,11.90354756,0.000102565
6869,845,18,0,0.67333409,0.448025423,2718.220179,7289472.183,23504614.92,21.91785259,0.763283381,0.068588319,-0.016319658,0.188161247,0.590287908,0.188977942,0.308049536,87,40,47,9.712643678,4.975,13.74468085,11.90354756,0.000102565
6874,845,18,0,0.67333409,0.448025423,2718.220179,7289472.183,23504614.92,21.91785259,0.763283381,0.068588319,-0.016319658,0.188161247,0.590287908,0.188977942,0.308049536,87,40,47,9.712643678,4.975,13.74468085,11.90354756,0.000102565
6879,845,18,0,0.67333409,0.448025423,2718.220179,7289472.183,23504614.92,21.91785259,0.763283381,0.068588319,-0.016319658,0.188161247,0.590287908,0.188977942,0.308049536,87,40,47,9.712643678,4.975,13.74468085,11.90354756,0.000102565
6884,845,18,0,0.67333409,0.448025423,2718.220179,7289472.183,23504614.92,21.91785259,0.763283381,0.068588319,-0.016319658,0.188161247,0.590287908,0.188977942,0.308049536,87,40,47,9.712643678,4.975,13.74468085,11.90354756,0.000102565
6889,845,18,0,0.67333409,0.448025423,2718.220179,7289472.183,23504614.92,21.91785259,0.763283381,0.068588319,-0.016319658,0.188161247,0.590287908,0.188977942,0.308049536,87,40,47,9.712643678,4.975,13.74468085,11.90354756,0.000102565
6894,845,18,0,0.67333409,0.448025423,2718.220179,7289472.183,23504614.92,21.91785259,0.763283381,0.068588319,-0.016319658,0.188161247,0.590287908,0.188977942,0.308049536,87,40,47,9.712643678,4.975,13.74468085,11.90354756,0.000102565
6899,845,18,0,0.67333409,0.448025423,2718.220179,7289472.183,23504614.92,21.91785259,0.763283381,0.068588319,-0.016319658,0.188161247,0.590287908,0.188977942,0.308049536,87,40,47,9.712643678,4.975,13.74468085,11.90354756,0.000102565
6904,845,18,0,0.67333409,0.448025423,2718.220179,7289472.183,23504614.92,21.91785259,0.763283381,0.068588319,-0.016319658,0.188161247,0.590287908,0.188977942,0.308049536,87,40,47,9.712643678,4.975,13.74468085,11.90354756,0.000102565
6909,845,18,0,0.67333409,0.448025423,2718.220179,7289472.183,23504614.92,21.91785259,0.763283381,0.068588319,-0.016319658,0.188161247,0.590287908,0.188977942,0.308049536,87,40,47,9.712643678,4.975,13.74468085,11.90354756,0.000102565
6914,845,18,0,0.673500509,0.447754924,2721.049094,7286232.42,23518619.36,21.91298141,0.763471272,0.068517012,0.094804402,0.038106447,0.626019734,0.039054717,0.345541401,278,109,169,3.039568345,1.990825688,3.715976331,7.141428429,0.000309207
6919,845,18,0,0.673500509,0.447754924,2721.049094,7286232.42,23518619.36,21.91298141,0.763471272,0.068517012,0.094804402,0.038106447,0.626019734,0.039054717,0.345541401,278,109,169,3.039568345,1.990825688,3.715976331,7.141428429,0.000309207
6924,845,18,0,0.673500509,0.447754924,2721.049094,7286232.42,23518619.36,21.91298141,0.763471272,0.068517012,0.094804402,0.038106447,0.626019734,0.039054717,0.345541401,278,109,169,3.039568345,1.990825688,3.715976331,7.141428429,0.000309207
6929,845,18,0,0.673500509,0.447754924,2721.049094,7286232.42,23518619.36,21.91298141,0.763471272,0.068517012,0.094804402,0.038106447,0.626019734,0.039054717,0.345541401,278,109,169,3.039568345,1.990825688,3.715976331,7.141428429,0.000309207
6934,845,18,0,0.673500509,0.447754924,2721.049094,7286232.42,23518619.36,21.91298141,0.763471272,0.068517012,0.094804402,0.038106447,0.626019734,0.039054717,0.345541401,278,109,169,3.039568345,1.990825688,3.715976331,7.141428429,0.000309207
6939,845,18,0,0.673500509,0.447754924,2721.049094,7286232.42,23518619.36,21.91298141,0.763471272,0.068517012,0.094804402,0.038106447,0.626019734,0.039054717,0.345541401,278,109,169,3.039568345,1.990825688,3.715976331,7.141428429,0.000309207
6944,845,18,0,0.673500509,0.447754924,2721.049094,7286232.42,23518619.36,21.91298141,0.763471272,0.068517012,0.094804402,0.038106447,0.626019734,0.039054717,0.345541401,278,109,169,3.039568345,1.990825688,3.715976331,7.141428429,0.000309207
6949,845,18,0,0.673500509,0.447754924,2721.049094,7286232.42,23518619.36,21.91298141,0.763471272,0.068517012,0.094804402,0.038106447,0.626019734,0.039054717,0.345541401,278,109,169,3.039568345,1.990825688,3.715976331,7.141428429,0.000309207
6954,845,18,0,0.673500509,0.447754924,2721.049094,7286232.42,23518619.36,21.91298141,0.763471272,0.068517012,0.094804402,0.038106447,0.626019734,0.039054717,0.345541401,278,109,169,3.039568345,1.990825688,3.715976331,7.141428429,0.000309207
6959,845,18,0,0.673500509,0.447754924,2721.049094,7286232.42,23518619.36,21.91298141,0.763471272,0.068517012,0.094804402,0.038106447,0.626019734,0.039054717,0.345541401,278,109,169,3.039568345,1.990825688,3.715976331,7.141428429,0.000309207
6964,845,18,0,0.673500509,0.447754924,2721.049094,7286232.42,23518619.36,21.91298141,0.763471272,0.068517012,0.094804402,0.038106447,0.626019734,0.039054717,0.345541401,278,109,169,3.039568345,1.990825688,3.715976331,7.141428429,0.000309207
6969,845,18,0,0.673500509,0.447754924,2721.049094,7286232.42,23518619.36,21.91298141,0.763471272,0.068517012,0.094804402,0.038106447,0.626019734,0.039054717,0.345541401,278,109,169,3.039568345,1.990825688,3.715976331,7.141428429,0.000309207
6974,845,18,0,0.673500509,0.447754924,2721.049094,7286232.42,23518619.36,21.91298141,0.763471272,0.068517012,0.094804402,0.038106447,0.626019734,0.039054717,0.345541401,278,109,169,3.039568345,1.990825688,3.715976331,7.141428429,0.000309207
6979,845,18,0,0.673500509,0.447754924,2721.049094,7286232.42,23518619.36,21.91298141,0.763471272,0.068517012,0.094804402,0.038106447,0.626019734,0.039054717,0.345541401,278,109,169,3.039568345,1.990825688,3.715976331,7.141428429,0.000309207
6984,845,18,0,0.673500509,0.447754924,2721.049094,7286232.42,23518619.36,21.91298141,0.763471272,0.068517012,0.094804402,0.038106447,0.626019734,0.039054717,0.345541401,278,109,169,3.039568345,1.990825688,3.715976331,7.141428429,0.000309207
6989,845,18,0,0.673500509,0.447754924,2721.049094,7286232.42,23518619.36,21.91298141,0.763471272,0.068517012,0.094804402,0.038106447,0.626019734,0.039054717,0.345541401,278,109,169,3.039568345,1.990825688,3.715976331,7.141428429,0.000309207
